sys_id,property_sys_id,as_of_date,unit_type,bath_count,units_count,avg_unit_sqft,market_rent_ask_usd,effective_rent_usd,rent_per_sqft_usd,occupied_units,leased_units,concession_months,parking_premium_usd,notes,source,ingested_at,quality_flag
MIX-PROP-000138-2br,PROP-000138,2025-08-31,2br,1.5,29,1084.3,2331.65,2248.63,2.07,27,27,0.97,49.85,,GOTHAM_SYNTHETIC,2025-09-27T18:57:54,passed
MIX-PROP-000138-3br,PROP-000138,2025-08-31,3br,1.0,1,1150.8,2650.57,2477.61,2.15,1,1,0.71,118.89,,GOTHAM_SYNTHETIC,2025-09-27T18:57:54,passed
MIX-PROP-000139-studio,PROP-000139,2025-08-31,studio,1.0,8,528.4,1169.77,1120.36,2.12,7,7,0.84,122.74,,GOTHAM_SYNTHETIC,2025-09-27T18:57:54,passed
MIX-PROP-000139-1br,PROP-000139,2025-08-31,1br,1.0,23,765.8,1527.65,1502.02,1.96,21,21,0.3,153.81,,GOTHAM_SYNTHETIC,2025-09-27T18:57:54,passed
MIX-PROP-000139-2br,PROP-000139,2025-08-31,2br,2.0,18,1143.8,1954.24,1919.2,1.68,17,16,0.45,65.19,,GOTHAM_SYNTHETIC,2025-09-27T18:57:54,passed
MIX-PROP-000139-3br,PROP-000139,2025-08-31,3br,1.5,3,1119.2,2129.1,2049.68,1.83,3,3,0.3,152.63,,GOTHAM_SYNTHETIC,2025-09-27T18:57:54,passed
MIX-PROP-000140-studio,PROP-000140,2025-08-31,studio,1.0,9,520.0,1626.51,1567.91,3.02,8,8,0.71,192.24,,GOTHAM_SYNTHETIC,2025-09-27T18:57:54,passed
MIX-PROP-000140-1br,PROP-000140,2025-08-31,1br,1.0,22,800.1,1741.91,1660.7,2.08,21,21,0.0,75.66,,GOTHAM_SYNTHETIC,2025-09-27T18:57:54,passed
MIX-PROP-000140-2br,PROP-000140,2025-08-31,2br,1.5,24,959.1,2156.5,2050.95,2.14,23,23,0.9,96.45,,GOTHAM_SYNTHETIC,2025-09-27T18:57:54,passed
MIX-PROP-000140-3br,PROP-000140,2025-08-31,3br,1.0,3,1342.6,2523.34,2467.78,1.84,3,3,0.53,164.75,,GOTHAM_SYNTHETIC,2025-09-27T18:57:54,passed
MIX-PROP-000141-studio,PROP-000141,2025-08-31,studio,1.0,16,490.6,1727.94,1694.88,3.45,15,15,0.78,151.03,,GOTHAM_SYNTHETIC,2025-09-27T18:57:54,passed
MIX-PROP-000141-1br,PROP-000141,2025-08-31,1br,1.0,46,654.2,2050.66,1995.66,3.05,43,43,0.74,210.27,,GOTHAM_SYNTHETIC,2025-09-27T18:57:54,passed
MIX-PROP-000141-2br,PROP-000141,2025-08-31,2br,1.0,42,1041.9,2394.88,2364.11,2.27,40,39,0.88,70.32,,GOTHAM_SYNTHETIC,2025-09-27T18:57:54,passed
MIX-PROP-000141-3br,PROP-000141,2025-08-31,3br,1.5,9,1366.2,2730.2,2638.57,1.93,9,8,0.75,154.29,,GOTHAM_SYNTHETIC,2025-09-27T18:57:54,passed
MIX-PROP-000142-studio,PROP-000142,2025-08-31,studio,1.0,11,490.6,2007.53,1977.23,4.03,10,10,0.67,82.0,,GOTHAM_SYNTHETIC,2025-09-27T18:57:54,passed
MIX-PROP-000142-1br,PROP-000142,2025-08-31,1br,1.0,56,796.4,2207.82,2188.2,2.75,53,52,0.0,123.65,,GOTHAM_SYNTHETIC,2025-09-27T18:57:54,passed
MIX-PROP-000142-2br,PROP-000142,2025-08-31,2br,2.0,35,1000.9,2690.29,2613.22,2.61,33,32,0.64,94.14,,GOTHAM_SYNTHETIC,2025-09-27T18:57:54,passed
MIX-PROP-000142-3br,PROP-000142,2025-08-31,3br,1.5,3,1300.7,2905.33,2813.33,2.16,3,3,0.39,97.12,,GOTHAM_SYNTHETIC,2025-09-27T18:57:54,passed
MIX-PROP-000143-studio,PROP-000143,2025-08-31,studio,1.0,15,524.1,2016.91,1983.22,3.78,14,14,0.35,176.43,,GOTHAM_SYNTHETIC,2025-09-27T18:57:54,passed
MIX-PROP-000143-1br,PROP-000143,2025-08-31,1br,1.0,54,856.4,2287.24,2224.6,2.6,51,50,0.0,134.01,,GOTHAM_SYNTHETIC,2025-09-27T18:57:54,passed
MIX-PROP-000143-2br,PROP-000143,2025-08-31,2br,2.0,37,1018.9,2462.48,2391.75,2.35,35,34,0.72,159.78,,GOTHAM_SYNTHETIC,2025-09-27T18:57:54,passed
MIX-PROP-000143-3br,PROP-000143,2025-08-31,3br,1.0,4,1235.1,2831.92,2682.72,2.17,4,4,0.93,177.58,,GOTHAM_SYNTHETIC,2025-09-27T18:57:54,passed
MIX-PROP-000144-studio,PROP-000144,2025-08-31,studio,1.0,44,587.3,1715.5,1640.13,2.79,40,38,0.08,128.88,,GOTHAM_SYNTHETIC,2025-09-27T18:57:54,passed
MIX-PROP-000144-1br,PROP-000144,2025-08-31,1br,1.0,93,859.0,1888.3,1833.44,2.13,84,83,0.0,94.89,,GOTHAM_SYNTHETIC,2025-09-27T18:57:54,passed
MIX-PROP-000144-2br,PROP-000144,2025-08-31,2br,1.0,100,949.4,2086.77,2037.09,2.15,90,89,0.03,161.88,,GOTHAM_SYNTHETIC,2025-09-27T18:57:54,passed
MIX-PROP-000144-3br,PROP-000144,2025-08-31,3br,1.0,11,1068.7,2633.8,2564.94,2.4,10,10,0.37,143.15,,GOTHAM_SYNTHETIC,2025-09-27T18:57:54,passed
MIX-PROP-000145-studio,PROP-000145,2025-08-31,studio,1.0,29,491.7,2049.39,1943.44,3.95,27,26,0.78,119.16,,GOTHAM_SYNTHETIC,2025-09-27T18:57:54,passed
MIX-PROP-000145-1br,PROP-000145,2025-08-31,1br,1.0,76,755.0,2307.75,2275.64,3.01,71,70,0.53,123.66,,GOTHAM_SYNTHETIC,2025-09-27T18:57:54,passed
MIX-PROP-000145-2br,PROP-000145,2025-08-31,2br,1.0,59,1080.2,2676.38,2551.47,2.36,55,55,0.25,119.4,,GOTHAM_SYNTHETIC,2025-09-27T18:57:54,passed
MIX-PROP-000145-3br,PROP-000145,2025-08-31,3br,2.0,6,1214.4,3036.01,2968.75,2.44,6,6,0.33,72.38,,GOTHAM_SYNTHETIC,2025-09-27T18:57:54,passed
MIX-PROP-000146-studio,PROP-000146,2025-08-31,studio,1.0,4,486.9,1561.86,1561.86,3.21,4,4,0.11,91.37,,GOTHAM_SYNTHETIC,2025-09-27T18:57:54,passed
MIX-PROP-000146-1br,PROP-000146,2025-08-31,1br,1.0,13,733.0,1800.09,1783.61,2.43,12,12,0.17,230.31,,GOTHAM_SYNTHETIC,2025-09-27T18:57:54,passed
MIX-PROP-000146-2br,PROP-000146,2025-08-31,2br,1.0,15,989.8,2189.98,2142.95,2.17,14,14,0.56,146.86,,GOTHAM_SYNTHETIC,2025-09-27T18:57:54,passed
MIX-PROP-000146-3br,PROP-000146,2025-08-31,3br,1.0,1,1193.2,2453.37,2366.58,1.98,1,1,1.21,71.81,,GOTHAM_SYNTHETIC,2025-09-27T18:57:54,passed
MIX-PROP-000147-studio,PROP-000147,2025-08-31,studio,1.0,22,532.0,2317.88,2265.8,4.26,21,20,0.3,83.82,,GOTHAM_SYNTHETIC,2025-09-27T18:57:54,passed
MIX-PROP-000147-1br,PROP-000147,2025-08-31,1br,1.0,61,826.2,2521.64,2447.85,2.96,58,56,0.8,141.44,,GOTHAM_SYNTHETIC,2025-09-27T18:57:54,passed
MIX-PROP-000147-2br,PROP-000147,2025-08-31,2br,1.0,78,1170.7,2838.06,2706.57,2.31,74,72,0.34,132.79,,GOTHAM_SYNTHETIC,2025-09-27T18:57:54,passed
MIX-PROP-000147-3br,PROP-000147,2025-08-31,3br,1.5,9,1201.2,3106.53,3068.44,2.55,9,9,1.05,132.71,,GOTHAM_SYNTHETIC,2025-09-27T18:57:54,passed
MIX-PROP-000148-studio,PROP-000148,2025-08-31,studio,1.0,5,530.6,1735.17,1718.52,3.24,5,5,0.05,144.96,,GOTHAM_SYNTHETIC,2025-09-27T18:57:54,passed
MIX-PROP-000148-1br,PROP-000148,2025-08-31,1br,1.0,11,703.2,1993.13,1899.58,2.7,10,10,0.58,96.96,,GOTHAM_SYNTHETIC,2025-09-27T18:57:54,passed
MIX-PROP-000148-2br,PROP-000148,2025-08-31,2br,2.0,12,1047.5,2377.83,2331.8,2.23,11,11,0.4,118.62,,GOTHAM_SYNTHETIC,2025-09-27T18:57:54,passed
MIX-PROP-000148-3br,PROP-000148,2025-08-31,3br,1.0,2,1280.1,2631.14,2581.5,2.02,2,2,1.12,160.09,,GOTHAM_SYNTHETIC,2025-09-27T18:57:54,passed
MIX-PROP-000149-studio,PROP-000149,2025-08-31,studio,1.0,13,534.3,1771.15,1708.99,3.2,12,12,0.51,32.92,,GOTHAM_SYNTHETIC,2025-09-27T18:57:54,passed
MIX-PROP-000149-1br,PROP-000149,2025-08-31,1br,1.0,48,669.5,2063.43,1945.56,2.91,46,45,0.12,142.64,,GOTHAM_SYNTHETIC,2025-09-27T18:57:54,passed
MIX-PROP-000149-2br,PROP-000149,2025-08-31,2br,2.0,34,937.9,2444.82,2371.55,2.53,33,32,0.42,109.76,,GOTHAM_SYNTHETIC,2025-09-27T18:57:54,passed
MIX-PROP-000149-3br,PROP-000149,2025-08-31,3br,1.5,13,1353.5,2706.48,2595.32,1.92,12,12,0.59,68.04,,GOTHAM_SYNTHETIC,2025-09-27T18:57:54,passed
MIX-PROP-000150-studio,PROP-000150,2025-08-31,studio,1.0,4,451.3,1921.4,1867.5,4.14,4,4,0.0,155.87,,GOTHAM_SYNTHETIC,2025-09-27T18:57:54,passed
MIX-PROP-000150-1br,PROP-000150,2025-08-31,1br,1.0,17,715.8,2115.83,2071.63,2.89,16,16,0.9,75.88,,GOTHAM_SYNTHETIC,2025-09-27T18:57:54,passed
MIX-PROP-000150-2br,PROP-000150,2025-08-31,2br,1.0,8,990.5,2408.2,2318.85,2.34,8,8,0.88,96.52,,GOTHAM_SYNTHETIC,2025-09-27T18:57:54,passed
MIX-PROP-000150-3br,PROP-000150,2025-08-31,3br,1.5,1,1388.7,2755.26,2665.4,1.92,1,1,0.0,189.66,,GOTHAM_SYNTHETIC,2025-09-27T18:57:54,passed
MIX-PROP-000151-studio,PROP-000151,2025-08-31,studio,1.0,15,479.4,1873.25,1814.96,3.79,14,14,0.37,152.8,,GOTHAM_SYNTHETIC,2025-09-27T18:57:54,passed
MIX-PROP-000151-1br,PROP-000151,2025-08-31,1br,1.0,30,718.2,2127.9,2106.64,2.93,28,27,0.61,138.15,,GOTHAM_SYNTHETIC,2025-09-27T18:57:54,passed
MIX-PROP-000151-2br,PROP-000151,2025-08-31,2br,2.0,29,925.6,2534.23,2440.84,2.64,27,26,1.46,82.84,,GOTHAM_SYNTHETIC,2025-09-27T18:57:54,passed
MIX-PROP-000151-3br,PROP-000151,2025-08-31,3br,1.0,7,1127.5,2948.83,2823.13,2.5,7,6,1.05,84.7,,GOTHAM_SYNTHETIC,2025-09-27T18:57:54,passed
MIX-PROP-000152-studio,PROP-000152,2025-08-31,studio,1.0,6,535.9,1834.45,1770.16,3.3,6,6,0.88,69.04,,GOTHAM_SYNTHETIC,2025-09-27T18:57:54,passed
MIX-PROP-000152-1br,PROP-000152,2025-08-31,1br,1.0,13,764.4,2120.05,2120.05,2.77,12,12,0.44,133.71,,GOTHAM_SYNTHETIC,2025-09-27T18:57:54,passed
MIX-PROP-000152-2br,PROP-000152,2025-08-31,2br,2.0,9,1099.3,2323.42,2217.37,2.02,9,8,1.26,137.73,,GOTHAM_SYNTHETIC,2025-09-27T18:57:54,passed
MIX-PROP-000152-3br,PROP-000152,2025-08-31,3br,2.0,2,1050.0,2694.92,2633.35,2.51,2,2,0.35,130.13,,GOTHAM_SYNTHETIC,2025-09-27T18:57:54,passed
MIX-PROP-000153-studio,PROP-000153,2025-08-31,studio,1.0,6,553.7,2672.93,2623.5,4.74,6,6,1.03,41.85,,GOTHAM_SYNTHETIC,2025-09-27T18:57:54,passed
MIX-PROP-000153-1br,PROP-000153,2025-08-31,1br,1.0,10,861.3,2941.37,2914.55,3.38,10,9,0.41,109.1,,GOTHAM_SYNTHETIC,2025-09-27T18:57:54,passed
MIX-PROP-000153-2br,PROP-000153,2025-08-31,2br,1.5,13,902.2,3377.32,3373.6,3.74,12,12,1.05,52.74,,GOTHAM_SYNTHETIC,2025-09-27T18:57:54,passed
MIX-PROP-000153-3br,PROP-000153,2025-08-31,3br,2.0,1,1121.1,3649.54,3649.54,3.26,1,1,0.1,135.59,,GOTHAM_SYNTHETIC,2025-09-27T18:57:54,passed
MIX-PROP-000154-studio,PROP-000154,2025-08-31,studio,1.0,33,513.9,2002.37,1887.83,3.67,32,31,1.27,159.55,,GOTHAM_SYNTHETIC,2025-09-27T18:57:54,passed
MIX-PROP-000154-1br,PROP-000154,2025-08-31,1br,1.0,43,761.8,2240.54,2151.63,2.82,41,41,0.5,121.97,,GOTHAM_SYNTHETIC,2025-09-27T18:57:54,passed
MIX-PROP-000154-2br,PROP-000154,2025-08-31,2br,2.0,67,1127.0,2575.84,2529.97,2.24,64,61,0.6,131.52,,GOTHAM_SYNTHETIC,2025-09-27T18:57:54,passed
MIX-PROP-000154-3br,PROP-000154,2025-08-31,3br,1.0,7,1211.6,3027.62,2965.66,2.45,7,6,0.36,167.18,,GOTHAM_SYNTHETIC,2025-09-27T18:57:54,passed
MIX-PROP-000155-studio,PROP-000155,2025-08-31,studio,1.0,6,431.3,2110.97,1993.29,4.62,6,6,0.29,75.17,,GOTHAM_SYNTHETIC,2025-09-27T18:57:54,passed
MIX-PROP-000155-1br,PROP-000155,2025-08-31,1br,1.0,12,749.3,2341.58,2282.77,3.05,11,11,0.78,190.45,,GOTHAM_SYNTHETIC,2025-09-27T18:57:54,passed
MIX-PROP-000155-2br,PROP-000155,2025-08-31,2br,2.0,9,979.0,2821.06,2767.73,2.83,8,8,0.72,79.47,,GOTHAM_SYNTHETIC,2025-09-27T18:57:54,passed
MIX-PROP-000155-3br,PROP-000155,2025-08-31,3br,1.0,3,1136.7,3074.54,2942.9,2.59,3,3,0.99,103.17,,GOTHAM_SYNTHETIC,2025-09-27T18:57:54,passed
MIX-PROP-000156-studio,PROP-000156,2025-08-31,studio,1.0,17,522.5,924.3,892.13,1.71,16,16,0.43,65.16,,GOTHAM_SYNTHETIC,2025-09-27T18:57:54,passed
MIX-PROP-000156-1br,PROP-000156,2025-08-31,1br,1.0,37,683.0,1187.97,1168.72,1.71,35,35,0.98,125.47,,GOTHAM_SYNTHETIC,2025-09-27T18:57:54,passed
MIX-PROP-000156-2br,PROP-000156,2025-08-31,2br,2.0,30,857.6,1708.63,1630.7,1.9,29,28,0.47,82.68,,GOTHAM_SYNTHETIC,2025-09-27T18:57:54,passed
MIX-PROP-000156-3br,PROP-000156,2025-08-31,3br,1.5,5,1329.6,1923.77,1809.68,1.36,5,5,0.8,47.23,,GOTHAM_SYNTHETIC,2025-09-27T18:57:54,passed
MIX-PROP-000157-studio,PROP-000157,2025-08-31,studio,1.0,28,586.3,2416.66,2416.66,4.12,27,26,0.96,202.72,,GOTHAM_SYNTHETIC,2025-09-27T18:57:54,passed
MIX-PROP-000157-1br,PROP-000157,2025-08-31,1br,1.0,105,729.9,2623.57,2554.68,3.5,101,97,0.68,126.19,,GOTHAM_SYNTHETIC,2025-09-27T18:57:54,passed
MIX-PROP-000157-2br,PROP-000157,2025-08-31,2br,1.0,77,1038.9,2988.57,2924.49,2.81,74,73,0.55,108.34,,GOTHAM_SYNTHETIC,2025-09-27T18:57:54,passed
MIX-PROP-000157-3br,PROP-000157,2025-08-31,3br,1.0,7,1259.6,3347.47,3275.01,2.6,7,7,0.94,49.01,,GOTHAM_SYNTHETIC,2025-09-27T18:57:54,passed
MIX-PROP-000158-studio,PROP-000158,2025-08-31,studio,1.0,12,568.8,2364.23,2305.8,4.05,11,11,0.82,213.05,,GOTHAM_SYNTHETIC,2025-09-27T18:57:54,passed
MIX-PROP-000158-1br,PROP-000158,2025-08-31,1br,1.0,38,801.7,2641.55,2527.52,3.15,36,35,0.84,172.12,,GOTHAM_SYNTHETIC,2025-09-27T18:57:54,passed
MIX-PROP-000158-2br,PROP-000158,2025-08-31,2br,2.0,31,1172.6,2899.38,2810.59,2.4,29,29,0.25,146.6,,GOTHAM_SYNTHETIC,2025-09-27T18:57:54,passed
MIX-PROP-000158-3br,PROP-000158,2025-08-31,3br,1.0,6,1204.2,3277.56,3202.2,2.66,6,6,0.28,149.28,,GOTHAM_SYNTHETIC,2025-09-27T18:57:54,passed
MIX-PROP-000159-studio,PROP-000159,2025-08-31,studio,1.0,29,515.0,1871.96,1829.78,3.55,27,27,0.55,77.9,,GOTHAM_SYNTHETIC,2025-09-27T18:57:54,passed
MIX-PROP-000159-1br,PROP-000159,2025-08-31,1br,1.0,82,717.0,2006.91,1926.12,2.69,76,73,0.46,44.49,,GOTHAM_SYNTHETIC,2025-09-27T18:57:54,passed
MIX-PROP-000159-2br,PROP-000159,2025-08-31,2br,1.0,77,1042.2,2443.39,2381.8,2.29,71,69,1.29,142.44,,GOTHAM_SYNTHETIC,2025-09-27T18:57:54,passed
MIX-PROP-000159-3br,PROP-000159,2025-08-31,3br,1.0,11,1152.0,2813.77,2749.9,2.39,10,10,0.85,138.27,,GOTHAM_SYNTHETIC,2025-09-27T18:57:54,passed
MIX-PROP-000160-studio,PROP-000160,2025-08-31,studio,1.0,28,546.0,1371.2,1316.64,2.41,26,26,0.4,98.56,,GOTHAM_SYNTHETIC,2025-09-27T18:57:54,passed
MIX-PROP-000160-1br,PROP-000160,2025-08-31,1br,1.0,111,746.4,1754.95,1733.17,2.32,103,100,1.46,62.96,,GOTHAM_SYNTHETIC,2025-09-27T18:57:54,passed
MIX-PROP-000160-2br,PROP-000160,2025-08-31,2br,1.0,63,1023.6,2021.96,1942.72,1.9,59,58,0.39,105.54,,GOTHAM_SYNTHETIC,2025-09-27T18:57:54,passed
MIX-PROP-000160-3br,PROP-000160,2025-08-31,3br,2.0,6,1308.8,2436.71,2322.28,1.77,6,5,0.06,129.16,,GOTHAM_SYNTHETIC,2025-09-27T18:57:54,passed
MIX-PROP-000161-studio,PROP-000161,2025-08-31,studio,1.0,3,492.6,1531.66,1474.01,2.99,3,3,0.36,52.2,,GOTHAM_SYNTHETIC,2025-09-27T18:57:54,passed
MIX-PROP-000161-1br,PROP-000161,2025-08-31,1br,1.0,18,692.6,1826.47,1774.5,2.56,17,17,0.46,116.4,,GOTHAM_SYNTHETIC,2025-09-27T18:57:54,passed
MIX-PROP-000161-2br,PROP-000161,2025-08-31,2br,1.5,6,1081.8,2117.11,2040.94,1.89,6,6,0.45,54.28,,GOTHAM_SYNTHETIC,2025-09-27T18:57:54,passed
MIX-PROP-000161-3br,PROP-000161,2025-08-31,3br,1.0,3,1365.1,2455.71,2321.71,1.7,3,3,1.05,66.73,,GOTHAM_SYNTHETIC,2025-09-27T18:57:54,passed
MIX-PROP-000162-studio,PROP-000162,2025-08-31,studio,1.0,10,490.6,1932.6,1823.81,3.72,10,9,0.81,124.17,,GOTHAM_SYNTHETIC,2025-09-27T18:57:54,passed
MIX-PROP-000162-1br,PROP-000162,2025-08-31,1br,1.0,23,770.9,2194.04,2109.32,2.74,22,21,0.0,130.24,,GOTHAM_SYNTHETIC,2025-09-27T18:57:54,passed
MIX-PROP-000162-2br,PROP-000162,2025-08-31,2br,1.0,27,944.0,2563.71,2478.73,2.63,26,25,0.83,184.42,,GOTHAM_SYNTHETIC,2025-09-27T18:57:54,passed
MIX-PROP-000162-3br,PROP-000162,2025-08-31,3br,1.0,2,1301.0,2917.36,2917.36,2.24,2,2,0.09,132.43,,GOTHAM_SYNTHETIC,2025-09-27T18:57:54,passed
MIX-PROP-000163-studio,PROP-000163,2025-08-31,studio,1.0,6,574.9,2301.5,2216.76,3.86,6,6,1.21,113.21,,GOTHAM_SYNTHETIC,2025-09-27T18:57:54,passed
MIX-PROP-000163-1br,PROP-000163,2025-08-31,1br,1.0,41,673.9,2447.06,2402.1,3.56,39,38,0.0,120.34,,GOTHAM_SYNTHETIC,2025-09-27T18:57:54,passed
MIX-PROP-000163-2br,PROP-000163,2025-08-31,2br,1.0,31,942.9,2765.14,2669.18,2.83,29,28,0.65,125.06,,GOTHAM_SYNTHETIC,2025-09-27T18:57:54,passed
MIX-PROP-000163-3br,PROP-000163,2025-08-31,3br,1.5,8,1259.4,3157.41,3051.7,2.42,8,7,0.47,114.46,,GOTHAM_SYNTHETIC,2025-09-27T18:57:54,passed
MIX-PROP-000164-studio,PROP-000164,2025-08-31,studio,1.0,24,441.6,1991.64,1953.93,4.43,23,23,0.09,153.46,,GOTHAM_SYNTHETIC,2025-09-27T18:57:54,passed
MIX-PROP-000164-1br,PROP-000164,2025-08-31,1br,1.0,78,648.8,2315.95,2194.44,3.38,75,73,0.72,103.82,,GOTHAM_SYNTHETIC,2025-09-27T18:57:54,passed
MIX-PROP-000164-2br,PROP-000164,2025-08-31,2br,1.0,43,1003.1,2679.45,2614.83,2.61,41,40,0.79,173.59,,GOTHAM_SYNTHETIC,2025-09-27T18:57:54,passed
MIX-PROP-000164-3br,PROP-000164,2025-08-31,3br,2.0,13,1095.3,3133.04,3031.01,2.77,12,12,0.49,152.43,,GOTHAM_SYNTHETIC,2025-09-27T18:57:54,passed
MIX-PROP-000165-studio,PROP-000165,2025-08-31,studio,1.0,7,532.0,2495.5,2327.04,4.37,7,6,0.97,177.4,,GOTHAM_SYNTHETIC,2025-09-27T18:57:54,passed
MIX-PROP-000165-1br,PROP-000165,2025-08-31,1br,1.0,75,785.6,2849.94,2819.59,3.59,70,69,0.78,148.1,,GOTHAM_SYNTHETIC,2025-09-27T18:57:54,passed
MIX-PROP-000165-2br,PROP-000165,2025-08-31,2br,1.5,42,1026.7,3192.42,3094.41,3.01,39,39,0.46,77.04,,GOTHAM_SYNTHETIC,2025-09-27T18:57:54,passed
MIX-PROP-000165-3br,PROP-000165,2025-08-31,3br,2.0,1,1414.7,3484.06,3356.63,2.37,1,1,0.27,116.78,,GOTHAM_SYNTHETIC,2025-09-27T18:57:54,passed
MIX-PROP-000166-studio,PROP-000166,2025-08-31,studio,1.0,24,562.5,1731.44,1671.26,2.97,23,23,0.82,82.84,,GOTHAM_SYNTHETIC,2025-09-27T18:57:54,passed
MIX-PROP-000166-1br,PROP-000166,2025-08-31,1br,1.0,42,756.5,1918.19,1808.22,2.39,40,40,0.21,170.38,,GOTHAM_SYNTHETIC,2025-09-27T18:57:54,passed
MIX-PROP-000166-2br,PROP-000166,2025-08-31,2br,1.0,23,991.9,2463.85,2446.59,2.47,22,22,0.15,84.91,,GOTHAM_SYNTHETIC,2025-09-27T18:57:54,passed
MIX-PROP-000166-3br,PROP-000166,2025-08-31,3br,1.5,4,1190.0,2759.05,2611.63,2.19,4,4,0.0,120.12,,GOTHAM_SYNTHETIC,2025-09-27T18:57:54,passed
MIX-PROP-000167-studio,PROP-000167,2025-08-31,studio,1.0,11,540.1,1648.79,1616.4,2.99,10,10,0.7,143.53,,GOTHAM_SYNTHETIC,2025-09-27T18:57:54,passed
MIX-PROP-000167-1br,PROP-000167,2025-08-31,1br,1.0,95,795.5,1955.96,1936.03,2.43,89,86,0.69,153.93,,GOTHAM_SYNTHETIC,2025-09-27T18:57:54,passed
MIX-PROP-000167-2br,PROP-000167,2025-08-31,2br,2.0,73,1066.4,2199.37,2107.67,1.98,69,67,0.0,172.63,,GOTHAM_SYNTHETIC,2025-09-27T18:57:54,passed
MIX-PROP-000167-3br,PROP-000167,2025-08-31,3br,1.0,16,1154.6,2635.01,2519.27,2.18,15,15,0.47,78.25,,GOTHAM_SYNTHETIC,2025-09-27T18:57:54,passed
MIX-PROP-000168-studio,PROP-000168,2025-08-31,studio,1.0,34,446.5,2435.61,2329.38,5.22,32,31,0.77,118.28,,GOTHAM_SYNTHETIC,2025-09-27T18:57:54,passed
MIX-PROP-000168-1br,PROP-000168,2025-08-31,1br,1.0,92,756.6,2521.48,2444.27,3.23,87,85,0.02,178.06,,GOTHAM_SYNTHETIC,2025-09-27T18:57:54,passed
MIX-PROP-000168-2br,PROP-000168,2025-08-31,2br,1.0,81,1023.8,2994.9,2966.67,2.9,77,74,0.38,170.18,,GOTHAM_SYNTHETIC,2025-09-27T18:57:54,passed
MIX-PROP-000168-3br,PROP-000168,2025-08-31,3br,1.5,20,1358.0,3242.29,3242.29,2.39,19,19,0.33,170.85,,GOTHAM_SYNTHETIC,2025-09-27T18:57:54,passed
MIX-PROP-000169-studio,PROP-000169,2025-08-31,studio,1.0,7,481.0,2479.69,2444.82,5.08,7,7,0.65,125.72,,GOTHAM_SYNTHETIC,2025-09-27T18:57:54,passed
MIX-PROP-000169-1br,PROP-000169,2025-08-31,1br,1.0,39,731.4,2818.71,2750.72,3.76,37,37,0.46,153.07,,GOTHAM_SYNTHETIC,2025-09-27T18:57:54,passed
MIX-PROP-000169-2br,PROP-000169,2025-08-31,2br,1.0,25,925.2,3148.32,3053.26,3.3,24,23,0.5,97.96,,GOTHAM_SYNTHETIC,2025-09-27T18:57:54,passed
MIX-PROP-000169-3br,PROP-000169,2025-08-31,3br,2.0,2,1169.9,3490.22,3372.9,2.88,2,2,0.49,128.43,,GOTHAM_SYNTHETIC,2025-09-27T18:57:54,passed
MIX-PROP-000170-studio,PROP-000170,2025-08-31,studio,1.0,5,448.6,1630.96,1606.86,3.58,5,5,0.82,196.88,,GOTHAM_SYNTHETIC,2025-09-27T18:57:54,passed
MIX-PROP-000170-1br,PROP-000170,2025-08-31,1br,1.0,21,794.4,1910.59,1820.03,2.29,20,19,0.72,116.46,,GOTHAM_SYNTHETIC,2025-09-27T18:57:54,passed
MIX-PROP-000170-2br,PROP-000170,2025-08-31,2br,2.0,11,922.7,2368.77,2217.13,2.4,10,10,1.01,76.86,,GOTHAM_SYNTHETIC,2025-09-27T18:57:54,passed
MIX-PROP-000170-3br,PROP-000170,2025-08-31,3br,1.0,1,1500.0,2578.75,2578.75,1.72,1,1,0.63,114.3,,GOTHAM_SYNTHETIC,2025-09-27T18:57:54,passed
MIX-PROP-000171-studio,PROP-000171,2025-08-31,studio,1.0,18,483.6,2728.42,2687.38,5.56,17,17,0.41,120.85,,GOTHAM_SYNTHETIC,2025-09-27T18:57:54,passed
MIX-PROP-000171-1br,PROP-000171,2025-08-31,1br,1.0,30,820.9,2920.24,2813.46,3.43,29,28,0.54,151.53,,GOTHAM_SYNTHETIC,2025-09-27T18:57:54,passed
MIX-PROP-000171-2br,PROP-000171,2025-08-31,2br,2.0,37,1121.7,3225.04,3069.17,2.74,35,34,0.82,154.27,,GOTHAM_SYNTHETIC,2025-09-27T18:57:54,passed
MIX-PROP-000171-3br,PROP-000171,2025-08-31,3br,2.0,5,1192.4,3522.52,3461.86,2.9,5,5,0.94,35.29,,GOTHAM_SYNTHETIC,2025-09-27T18:57:54,passed
MIX-PROP-000172-studio,PROP-000172,2025-08-31,studio,1.0,3,535.0,1112.39,1078.63,2.02,3,3,0.53,115.39,,GOTHAM_SYNTHETIC,2025-09-27T18:57:54,passed
MIX-PROP-000172-1br,PROP-000172,2025-08-31,1br,1.0,16,699.7,1524.5,1476.95,2.11,15,15,0.61,124.16,,GOTHAM_SYNTHETIC,2025-09-27T18:57:54,passed
MIX-PROP-000172-2br,PROP-000172,2025-08-31,2br,1.0,10,920.8,1779.38,1702.11,1.85,9,9,0.75,99.38,,GOTHAM_SYNTHETIC,2025-09-27T18:57:54,passed
MIX-PROP-000172-3br,PROP-000172,2025-08-31,3br,1.0,3,1199.7,2236.66,2158.69,1.8,3,3,0.85,175.26,,GOTHAM_SYNTHETIC,2025-09-27T18:57:54,passed
