sys_id,property_external_id,property_name,address_line1,address_line2,city,state,zip,country,latitude,longitude,geocoding_precision,census_tract,block_group,cbsa_code,submarket_name,property_type,mf_product_type,property_class,status,year_built,year_renovated,num_buildings,num_stories,num_units,gross_building_area_sqft,net_rentable_area_sqft,avg_unit_size_sqft,land_area_acres,parking_stalls,parking_ratio_per_unit,elevators,construction_start_date,delivery_date,stabilization_date,zoning_code,zoning_desc,fema_flood_zone,electric_payer,gas_payer,water_payer,sewer_payer,trash_payer,energy_star_score,leed_level,owner_name,owner_type,manager_name,manager_phone,manager_email,website_url,last_appraised_value_usd,last_appraised_date,assessed_value_land_usd,assessed_value_improvement_usd,assessed_tax_year,tax_parcel_id,source,as_of_date,ingested_at,quality_flag,notes
PROP-000119,GOTHAM-20113-87624,GOTHAM SQUARE 119,8144 LIBERTY RD,,GOTHAM,VA,20113,USA,38.898486,-77.245835,rooftop,123683,9,47900,GOTHAM - DOWNTOWN,multifamily,mid-rise,B,existing,2022,,1,7,119,108492,96057,807.2,3.14,152,1.27,2,,,,RMF-1,COMMERCIAL MIXED USE,0.2PCT,owner,owner,owner,owner,owner,69,silver,CITYLINE HOLDINGS,HNW_INDIVIDUAL,Hayden Reeves,703-909-2133,hayden.reeves@cityaptco.com,https://cityline-apts.example.com/119,27828228,8/31/25,4174234,23653994,2025,GP-789-623557,GOTHAM_SYNTHETIC,8/31/25,2025-09-27T18:57:54,passed,SYNTHETIC DATASET – GOTHAM
PROP-000120,GOTHAM-20109-72814,GOTHAM SQUARE 120,2380 HARBOR LN,,GOTHAM,VA,20109,USA,38.891232,-77.204292,rooftop,152634,9,47900,GOTHAM - EAST MARKET,multifamily,student,A,under_construction,2011,,4,3,123,115076,108092,878.8,3.9,150,1.22,1,10/31/23,,,PUD,RESIDENTIAL MULTIFAMILY,AE,tenant,rubs,tenant,tenant,mixed,,silver,ATLANTIC HOLDINGS,HNW_INDIVIDUAL,Parker Hendrix,703-808-2392,parker.hendrix@gothammgmt.com,https://atlantic-apts.example.com/120,23136798,8/31/25,3470520,19666278,2025,GP-887-360289,GOTHAM_SYNTHETIC,8/31/25,2025-09-27T18:57:54,passed,SYNTHETIC DATASET – GOTHAM
PROP-000121,GOTHAM-20120-22924,GOTHAM FLATS 121,5916 WILLOW BLVD,,GOTHAM,VA,20120,USA,38.8905,-77.203178,rooftop,129198,9,47900,GOTHAM - EAST MARKET,multifamily,high-rise,A,existing,2025,,1,24,144,116510,112147,778.8,6.61,200,1.39,3,,,,PUD,RESIDENTIAL MIXED-USE,AE,tenant,rubs,owner,owner,owner,99,none,CITYLINE PROPERTIES,HNW_INDIVIDUAL,Morgan Bennett,703-895-9199,morgan.bennett@gothamprops.com,https://cityline-apts.example.com/121,45521932,8/31/25,6828290,38693642,2025,GP-453-125755,GOTHAM_SYNTHETIC,8/31/25,2025-09-27T18:57:54,passed,SYNTHETIC DATASET – GOTHAM
PROP-000122,GOTHAM-20114-54966,GOTHAM TOWERS 122,8009 VIRGINIA AVE,,GOTHAM,VA,20114,USA,38.885366,-77.257311,rooftop,127214,9,47900,GOTHAM - DOWNTOWN,multifamily,garden,A,existing,2004,,1,2,182,186858,161197,885.7,6.39,139,0.77,0,,,,C-MU,PLANNED UNIT DEVELOPMENT,AE,tenant,rubs,rubs,owner,owner,78,certified,GOTHAM PARTNERS,REIT,Rowan Blake,703-663-6225,rowan.blake@gothammgmt.com,https://gotham-apts.example.com/122,55035268,8/31/25,8255290,46779978,2025,GP-407-146853,GOTHAM_SYNTHETIC,8/31/25,2025-09-27T18:57:54,passed,SYNTHETIC DATASET – GOTHAM
PROP-000123,GOTHAM-20104-82339,GOTHAM COMMONS 123,1985 LIBERTY ST,,GOTHAM,VA,20104,USA,38.931012,-77.293303,rooftop,143483,9,47900,GOTHAM - MIDTOWN,multifamily,high-rise,C,existing,2025,,1,15,87,87085,75586,868.8,3.26,92,1.05,3,,,,C-MU,COMMERCIAL MIXED USE,X,tenant,tenant,tenant,owner,owner,,none,CAPITAL PARTNERS,PE,Kendall Parker,703-390-8080,kendall.parker@cityaptco.com,https://capital-apts.example.com/123,10256385,8/31/25,1538458,8717927,2025,GP-129-873207,GOTHAM_SYNTHETIC,8/31/25,2025-09-27T18:57:54,passed,SYNTHETIC DATASET – GOTHAM
PROP-000124,GOTHAM-20114-23336,GOTHAM SQUARE 124,3332 VALLEY PL,,GOTHAM,VA,20114,USA,38.944439,-77.284786,rooftop,124605,6,47900,GOTHAM - MIDTOWN,multifamily,mid-rise,B,existing,2019,,1,6,30,26474,24741,824.7,1.31,36,1.21,2,,,,RMU,RESIDENTIAL MIXED-USE,AE,mixed,tenant,owner,owner,owner,84,none,GVA REALTY,PE,Jordan Douglas,703-701-9646,jordan.douglas@gothamre.com,https://gva-apts.example.com/124,5461395,8/31/25,819209,4642186,2025,GP-711-507517,GOTHAM_SYNTHETIC,8/31/25,2025-09-27T18:57:54,passed,SYNTHETIC DATASET – GOTHAM
PROP-000125,GOTHAM-20112-21108,GOTHAM GARDENS 125,6531 FOUNTAIN AVE,,GOTHAM,VA,20112,USA,38.888206,-77.194089,rooftop,117656,6,47900,GOTHAM - EAST MARKET,multifamily,high-rise,C,existing,2025,,1,15,70,60932,55566,793.8,2.56,55,0.78,2,,,,RMF-1,RESIDENTIAL MIXED-USE,AE,tenant,rubs,owner,owner,owner,79,none,GVA REALTY,DEVELOPER,Skyler Douglas,703-344-9369,skyler.douglas@cityaptco.com,https://gva-apts.example.com/125,7732229,8/31/25,1159834,6572395,2025,GP-528-725397,GOTHAM_SYNTHETIC,8/31/25,2025-09-27T18:57:54,passed,SYNTHETIC DATASET – GOTHAM
PROP-000126,GOTHAM-20106-74178,GOTHAM FLATS 126,2358 CEDAR WAY,,GOTHAM,VA,20106,USA,38.846047,-77.283495,rooftop,118488,3,47900,GOTHAM - SOUTH SIDE,multifamily,garden,B,existing,1969,,1,2,122,111516,97624,800.2,3.3,186,1.53,0,,,,RMU,COMMERCIAL MIXED USE,0.2PCT,owner,rubs,rubs,owner,rubs,69,none,CAPITAL PARTNERS,DEVELOPER,Emerson Parker,703-209-8939,emerson.parker@gothamprops.com,https://capital-apts.example.com/126,15667453,8/31/25,2350118,13317335,2025,GP-299-954815,GOTHAM_SYNTHETIC,8/31/25,2025-09-27T18:57:54,passed,SYNTHETIC DATASET – GOTHAM
PROP-000127,GOTHAM-20116-20835,GOTHAM SQUARE 127,6390 LAUREL TER,,GOTHAM,VA,20116,USA,38.876318,-77.204597,rooftop,104144,4,47900,GOTHAM - EAST MARKET,multifamily,mid-rise,A,existing,2014,,1,9,211,170493,154684,733.1,5.71,220,1.04,2,,,,RMU,RESIDENTIAL MULTIFAMILY,AE,owner,owner,rubs,owner,owner,73,none,ATLANTIC PROPERTIES,HNW_INDIVIDUAL,Shawn Parker,703-999-8492,shawn.parker@cityaptco.com,https://atlantic-apts.example.com/127,54021233,8/31/25,8103185,45918048,2025,GP-662-635618,GOTHAM_SYNTHETIC,8/31/25,2025-09-27T18:57:54,passed,SYNTHETIC DATASET – GOTHAM
PROP-000128,GOTHAM-20118-38644,GOTHAM TOWERS 128,1954 PARK AVE,,GOTHAM,VA,20118,USA,38.881932,-77.186804,rooftop,113523,4,47900,GOTHAM - EAST MARKET,multifamily,student,A,existing,2013,,3,3,153,136971,121589,794.7,8.15,226,1.48,1,,,,RMU,RESIDENTIAL MULTIFAMILY,AE,owner,rubs,owner,rubs,owner,65,silver,RIDGEMONT HOLDINGS,FAMILY_OFFICE,Parker Ellis,703-289-8193,parker.ellis@gothammgmt.com,https://ridgemont-apts.example.com/128,33943488,8/31/25,5091523,28851965,2025,GP-894-951327,GOTHAM_SYNTHETIC,8/31/25,2025-09-27T18:57:54,passed,SYNTHETIC DATASET – GOTHAM
PROP-000129,GOTHAM-20119-28249,GOTHAM COMMONS 129,3982 STONE RD,,GOTHAM,VA,20119,USA,38.926545,-77.273179,rooftop,127224,1,47900,GOTHAM - MIDTOWN,multifamily,garden,A,existing,1975,,5,3,85,74315,66130,778,5.68,122,1.44,0,,,,PUD,PLANNED UNIT DEVELOPMENT,0.2PCT,tenant,tenant,owner,rubs,owner,63,none,CAPITAL PROPERTIES,DEVELOPER,Casey Hendrix,703-531-5794,casey.hendrix@gothamre.com,https://capital-apts.example.com/129,23497572,8/31/25,3524636,19972936,2025,GP-686-380329,GOTHAM_SYNTHETIC,8/31/25,2025-09-27T18:57:54,passed,SYNTHETIC DATASET – GOTHAM
PROP-000130,GOTHAM-20114-29168,GOTHAM GARDENS 130,8528 MASON AVE,,GOTHAM,VA,20114,USA,38.887499,-77.236127,rooftop,142317,4,47900,GOTHAM - DOWNTOWN,multifamily,mid-rise,A,existing,2022,,1,6,86,87867,81055,942.5,3.18,77,0.9,1,,,,C-MU,COMMERCIAL MIXED USE,X,tenant,mixed,owner,owner,rubs,,none,CAPITAL PARTNERS,FAMILY_OFFICE,Riley Morgan,703-624-7146,riley.morgan@cityaptco.com,https://capital-apts.example.com/130,30099719,8/31/25,4514958,25584761,2025,GP-177-764406,GOTHAM_SYNTHETIC,8/31/25,2025-09-27T18:57:54,passed,SYNTHETIC DATASET – GOTHAM
PROP-000131,GOTHAM-20109-10324,GOTHAM GARDENS 131,1625 LAUREL WAY,,GOTHAM,VA,20109,USA,38.896532,-77.336255,rooftop,112308,8,47900,GOTHAM - WEST END,multifamily,mid-rise,A,existing,2025,,4,7,129,112842,100233,777,4.44,246,1.91,2,,,,RMU,RESIDENTIAL MULTIFAMILY,0.2PCT,tenant,tenant,rubs,rubs,rubs,62,gold,ATLANTIC PROPERTIES,FAMILY_OFFICE,Logan Douglas,703-416-9105,logan.douglas@gothamre.com,https://atlantic-apts.example.com/131,41690078,8/31/25,6253512,35436566,2025,GP-430-968581,GOTHAM_SYNTHETIC,8/31/25,2025-09-27T18:57:54,passed,SYNTHETIC DATASET – GOTHAM
PROP-000132,GOTHAM-20119-92074,GOTHAM TOWERS 132,4746 RIDGE DR,,GOTHAM,VA,20119,USA,38.868114,-77.301483,rooftop,102234,2,47900,GOTHAM - SOUTH SIDE,multifamily,mid-rise,B,existing,2013,2015,3,6,102,84718,80549,789.7,3.08,112,1.1,3,,,,RMF-2,COMMERCIAL MIXED USE,AE,tenant,owner,tenant,owner,rubs,76,gold,CITYLINE HOLDINGS,HNW_INDIVIDUAL,Taylor Carter,703-407-3161,taylor.carter@gothamre.com,https://cityline-apts.example.com/132,14427302,8/31/25,2164095,12263207,2025,GP-262-387330,GOTHAM_SYNTHETIC,8/31/25,2025-09-27T18:57:54,passed,SYNTHETIC DATASET – GOTHAM
PROP-000133,GOTHAM-20103-66260,GOTHAM GARDENS 133,1629 PARK DR,,GOTHAM,VA,20103,USA,38.849803,-77.298644,rooftop,112053,2,47900,GOTHAM - SOUTH SIDE,multifamily,mid-rise,C,existing,1997,,3,4,85,80832,72190,849.3,2.65,111,1.31,4,,,,RMF-1,RESIDENTIAL MIXED-USE,AE,tenant,rubs,rubs,owner,owner,61,none,GOTHAM PROPERTIES,PE,Jamie Morgan,703-731-8291,jamie.morgan@gothammgmt.com,https://gotham-apts.example.com/133,6476264,8/31/25,971440,5504824,2025,GP-108-829386,GOTHAM_SYNTHETIC,8/31/25,2025-09-27T18:57:54,passed,SYNTHETIC DATASET – GOTHAM
PROP-000134,GOTHAM-20105-51071,GOTHAM FLATS 134,5729 CEDAR AVE,,GOTHAM,VA,20105,USA,38.901295,-77.340672,rooftop,139323,3,47900,GOTHAM - WEST END,multifamily,mid-rise,B,existing,1985,,1,6,152,143108,130538,858.8,5.78,286,1.88,3,,,,C-MU,RESIDENTIAL MIXED-USE,0.2PCT,tenant,tenant,tenant,rubs,owner,,none,ATLANTIC HOLDINGS,PE,Morgan Carter,703-743-1138,morgan.carter@gothamprops.com,https://atlantic-apts.example.com/134,29336365,8/31/25,4400455,24935910,2025,GP-550-468247,GOTHAM_SYNTHETIC,8/31/25,2025-09-27T18:57:54,passed,SYNTHETIC DATASET – GOTHAM
PROP-000135,GOTHAM-20120-87276,GOTHAM GARDENS 135,3590 CEDAR BLVD,,GOTHAM,VA,20120,USA,38.895796,-77.236374,rooftop,150435,6,47900,GOTHAM - DOWNTOWN,multifamily,high-rise,B,existing,2025,,1,20,115,112394,103880,903.3,1.94,156,1.36,3,,,,C-MU,PLANNED UNIT DEVELOPMENT,X,tenant,owner,owner,owner,owner,54,none,GOTHAM HOLDINGS,PE,Riley Carter,703-454-5668,riley.carter@gothammgmt.com,https://gotham-apts.example.com/135,28918487,8/31/25,4337773,24580714,2025,GP-968-988217,GOTHAM_SYNTHETIC,8/31/25,2025-09-27T18:57:54,passed,SYNTHETIC DATASET – GOTHAM
PROP-000136,GOTHAM-20120-60578,GOTHAM APARTMENTS 136,5042 LAUREL RD,,GOTHAM,VA,20120,USA,38.957492,-77.290182,rooftop,131699,8,47900,GOTHAM - MIDTOWN,multifamily,garden,A,existing,2015,,9,3,147,123982,119482,812.8,7.32,128,0.87,0,,,,PUD,RESIDENTIAL MULTIFAMILY,0.2PCT,tenant,owner,owner,owner,rubs,,none,CITYLINE HOLDINGS,HNW_INDIVIDUAL,Reese Holland,703-569-6185,reese.holland@gothamprops.com,https://cityline-apts.example.com/136,37911880,8/31/25,5686782,32225098,2025,GP-496-979727,GOTHAM_SYNTHETIC,8/31/25,2025-09-27T18:57:54,passed,SYNTHETIC DATASET – GOTHAM
PROP-000137,GOTHAM-20118-11807,GOTHAM FLATS 137,9412 FOUNTAIN WAY,,GOTHAM,VA,20118,USA,38.895073,-77.244306,rooftop,128377,1,47900,GOTHAM - DOWNTOWN,multifamily,high-rise,B,existing,1971,,1,13,57,49893,45087,791,2.11,61,1.07,2,,,,RMF-1,COMMERCIAL MIXED USE,0.2PCT,tenant,owner,owner,owner,owner,79,certified,GOTHAM HOLDINGS,HNW_INDIVIDUAL,Hayden Sloane,703-985-7806,hayden.sloane@cityaptco.com,https://gotham-apts.example.com/137,14673010,8/31/25,2200952,12472058,2025,GP-818-521818,GOTHAM_SYNTHETIC,8/31/25,2025-09-27T18:57:54,passed,SYNTHETIC DATASET – GOTHAM
PROP-000138,GOTHAM-20120-30365,GOTHAM SQUARE 138,1450 RIDGE TER,,GOTHAM,VA,20120,USA,38.87233,-77.185223,rooftop,142927,7,47900,GOTHAM - EAST MARKET,multifamily,mid-rise,B,existing,2001,2024,1,7,65,62557,56771,873.4,1.99,126,1.93,3,,,,PUD,RESIDENTIAL MULTIFAMILY,AE,tenant,tenant,owner,owner,owner,,certified,CITYLINE HOLDINGS,REIT,Kendall Reeves,703-444-1948,kendall.reeves@gothamprops.com,https://cityline-apts.example.com/138,10893189,8/31/25,1633978,9259211,2025,GP-188-555589,GOTHAM_SYNTHETIC,8/31/25,2025-09-27T18:57:54,passed,SYNTHETIC DATASET – GOTHAM
PROP-000139,GOTHAM-20120-31473,GOTHAM TOWERS 139,2000 HILL PL,,GOTHAM,VA,20120,USA,38.951988,-77.287899,rooftop,145543,9,47900,GOTHAM - MIDTOWN,multifamily,mid-rise,D,existing,2010,2025,1,9,52,48442,45786,880.5,1.97,64,1.22,3,,,,PUD,PLANNED UNIT DEVELOPMENT,X,rubs,owner,owner,tenant,owner,70,certified,GOTHAM HOLDINGS,PE,Riley Bennett,703-475-2934,riley.bennett@gothammgmt.com,https://gotham-apts.example.com/139,2857575,8/31/25,428636,2428939,2025,GP-443-946313,GOTHAM_SYNTHETIC,8/31/25,2025-09-27T18:57:54,passed,SYNTHETIC DATASET – GOTHAM
PROP-000140,GOTHAM-20103-76949,GOTHAM FLATS 140,7134 LAUREL LN,,GOTHAM,VA,20103,USA,38.883978,-77.191415,rooftop,107366,8,47900,GOTHAM - EAST MARKET,multifamily,garden,B,existing,1995,2009,9,5,58,50809,49329,850.5,1.27,73,1.25,0,,,,PUD,RESIDENTIAL MIXED-USE,AE,rubs,rubs,owner,owner,rubs,54,silver,CAPITAL HOLDINGS,DEVELOPER,Shawn Keller,703-787-2889,shawn.keller@gothamprops.com,https://capital-apts.example.com/140,8020442,8/31/25,1203066,6817376,2025,GP-858-633541,GOTHAM_SYNTHETIC,8/31/25,2025-09-27T18:57:54,passed,SYNTHETIC DATASET – GOTHAM
PROP-000141,GOTHAM-20108-82465,GOTHAM GARDENS 141,142 RIVER ST,,GOTHAM,VA,20108,USA,38.90797,-77.34415,rooftop,197180,7,47900,GOTHAM - WEST END,multifamily,garden,B,existing,1955,1959,7,3,113,96813,93993,831.8,3.28,23,0.2,0,,,,RMF-2,PLANNED UNIT DEVELOPMENT,X,mixed,tenant,tenant,owner,owner,71,certified,ATLANTIC PARTNERS,FAMILY_OFFICE,Casey Harper,703-477-2276,casey.harper@gothamre.com,https://atlantic-apts.example.com/141,20324371,8/31/25,3048656,17275715,2025,GP-222-626428,GOTHAM_SYNTHETIC,8/31/25,2025-09-27T18:57:54,passed,SYNTHETIC DATASET – GOTHAM
PROP-000142,GOTHAM-20117-52899,GOTHAM APARTMENTS 142,962 HARBOR BLVD,,GOTHAM,VA,20117,USA,38.937167,-77.288851,rooftop,172594,8,47900,GOTHAM - MIDTOWN,multifamily,garden,A,existing,2025,,7,3,105,96687,88924,846.9,6.4,130,1.24,0,,,,RMF-1,PLANNED UNIT DEVELOPMENT,X,tenant,owner,rubs,owner,rubs,63,silver,GOTHAM PROPERTIES,HNW_INDIVIDUAL,Jamie Blake,703-957-4974,jamie.blake@cityaptco.com,https://gotham-apts.example.com/142,26243745,8/31/25,3936562,22307183,2025,GP-477-720432,GOTHAM_SYNTHETIC,8/31/25,2025-09-27T18:57:54,passed,SYNTHETIC DATASET – GOTHAM
PROP-000143,GOTHAM-20118-40539,GOTHAM SQUARE 143,8183 STONE RD,,GOTHAM,VA,20118,USA,38.924098,-77.188611,rooftop,145506,1,47900,GOTHAM - RIVER NORTH,multifamily,mid-rise,B,existing,2003,,2,6,110,107902,96745,879.5,4.02,214,1.95,3,,,,RMU,RESIDENTIAL MULTIFAMILY,0.2PCT,tenant,owner,rubs,owner,owner,83,certified,GVA HOLDINGS,PE,Drew Bennett,703-514-2703,drew.bennett@gothamprops.com,https://gva-apts.example.com/143,22514375,8/31/25,3377156,19137219,2025,GP-642-349736,GOTHAM_SYNTHETIC,8/31/25,2025-09-27T18:57:54,passed,SYNTHETIC DATASET – GOTHAM
PROP-000144,GOTHAM-20105-58823,GOTHAM TOWERS 144,6978 PINE PL,,GOTHAM,VA,20105,USA,38.943896,-77.292286,rooftop,198128,2,47900,GOTHAM - MIDTOWN,multifamily,high-rise,C,existing,2007,,1,11,248,253301,212412,856.5,5.1,459,1.85,1,,,,PUD,RESIDENTIAL MULTIFAMILY,0.2PCT,owner,rubs,owner,owner,rubs,99,silver,GOTHAM PARTNERS,REIT,Kendall Hunter,703-276-2020,kendall.hunter@cityaptco.com,https://gotham-apts.example.com/144,26257694,8/31/25,3938654,22319040,2025,GP-778-237057,GOTHAM_SYNTHETIC,8/31/25,2025-09-27T18:57:54,passed,SYNTHETIC DATASET – GOTHAM
PROP-000145,GOTHAM-20111-45645,GOTHAM COMMONS 145,3979 PARK LN,,GOTHAM,VA,20111,USA,38.869867,-77.192988,rooftop,109889,4,47900,GOTHAM - EAST MARKET,multifamily,mid-rise,A,existing,2011,,2,4,170,156608,142664,839.2,10.27,228,1.34,3,,,,RMF-2,RESIDENTIAL MULTIFAMILY,X,tenant,owner,owner,rubs,rubs,51,none,CAPITAL REALTY,HNW_INDIVIDUAL,Logan Keller,703-521-7660,logan.keller@gothammgmt.com,https://capital-apts.example.com/145,47030333,8/31/25,7054550,39975783,2025,GP-648-475691,GOTHAM_SYNTHETIC,8/31/25,2025-09-27T18:57:54,passed,SYNTHETIC DATASET – GOTHAM
PROP-000146,GOTHAM-20115-15286,GOTHAM COMMONS 146,3501 VIRGINIA PL,,GOTHAM,VA,20115,USA,38.898967,-77.207231,rooftop,143064,3,47900,GOTHAM - EAST MARKET,multifamily,garden,B,existing,2025,,4,2,33,28340,27515,833.8,0.97,40,1.21,0,,,,RMF-1,RESIDENTIAL MIXED-USE,AE,tenant,mixed,owner,owner,owner,56,none,GOTHAM PARTNERS,REIT,Jamie Hendrix,703-506-5262,jamie.hendrix@gothamprops.com,https://gotham-apts.example.com/146,4740868,8/31/25,711130,4029738,2025,GP-131-524035,GOTHAM_SYNTHETIC,8/31/25,2025-09-27T18:57:54,passed,SYNTHETIC DATASET – GOTHAM
PROP-000147,GOTHAM-20118-18083,GOTHAM COMMONS 147,7508 STONE TER,,GOTHAM,VA,20118,USA,38.937688,-77.184921,rooftop,117233,4,47900,GOTHAM - RIVER NORTH,multifamily,garden,A,existing,2007,2007,3,3,170,178943,164220,966,7.23,132,0.78,0,,,,C-MU,PLANNED UNIT DEVELOPMENT,0.2PCT,rubs,tenant,rubs,rubs,rubs,,none,GOTHAM PARTNERS,HNW_INDIVIDUAL,Morgan Bennett,703-796-5240,morgan.bennett@gothammgmt.com,https://gotham-apts.example.com/147,44062410,8/31/25,6609362,37453048,2025,GP-122-167603,GOTHAM_SYNTHETIC,8/31/25,2025-09-27T18:57:54,passed,SYNTHETIC DATASET – GOTHAM
PROP-000148,GOTHAM-20103-32018,GOTHAM SQUARE 148,3339 MASON PL,,GOTHAM,VA,20103,USA,38.914817,-77.249048,rooftop,156874,7,47900,GOTHAM - DOWNTOWN,multifamily,mid-rise,C,existing,1985,,1,9,30,29666,25518,850.6,1.11,45,1.49,1,,,,C-MU,RESIDENTIAL MULTIFAMILY,AE,mixed,rubs,rubs,rubs,rubs,,none,GOTHAM HOLDINGS,FAMILY_OFFICE,Parker Harper,703-419-4066,parker.harper@gothamre.com,https://gotham-apts.example.com/148,4877510,8/31/25,731626,4145884,2025,GP-386-567676,GOTHAM_SYNTHETIC,8/31/25,2025-09-27T18:57:54,passed,SYNTHETIC DATASET – GOTHAM
PROP-000149,GOTHAM-20120-17992,GOTHAM APARTMENTS 149,2535 HILL ST,,GOTHAM,VA,20120,USA,38.877555,-77.27427,rooftop,136770,7,47900,GOTHAM - SOUTH SIDE,multifamily,garden,A,existing,1983,,7,3,108,94404,88571,820.1,3.6,115,1.06,0,,,,RMF-2,COMMERCIAL MIXED USE,X,rubs,tenant,rubs,owner,rubs,,silver,ATLANTIC PROPERTIES,FAMILY_OFFICE,Emerson Holland,703-455-9907,emerson.holland@gothammgmt.com,https://atlantic-apts.example.com/149,23972557,8/31/25,3595884,20376673,2025,GP-491-919898,GOTHAM_SYNTHETIC,8/31/25,2025-09-27T18:57:54,passed,SYNTHETIC DATASET – GOTHAM
PROP-000150,GOTHAM-20116-33568,GOTHAM APARTMENTS 150,5983 RIDGE PL,,GOTHAM,VA,20116,USA,38.933968,-77.286365,rooftop,141895,4,47900,GOTHAM - MIDTOWN,multifamily,mid-rise,B,existing,1992,2000,2,4,30,26917,23286,776.2,1.21,52,1.75,3,,,,RMF-1,PLANNED UNIT DEVELOPMENT,X,tenant,owner,owner,tenant,owner,,none,RIDGEMONT REALTY,DEVELOPER,Cameron Dawson,703-566-4813,cameron.dawson@gothamprops.com,https://ridgemont-apts.example.com/150,5790907,8/31/25,868636,4922271,2025,GP-202-359896,GOTHAM_SYNTHETIC,8/31/25,2025-09-27T18:57:54,passed,SYNTHETIC DATASET – GOTHAM
PROP-000151,GOTHAM-20102-33081,GOTHAM COMMONS 151,4051 RIDGE LN,,GOTHAM,VA,20102,USA,38.883337,-77.199795,rooftop,177762,6,47900,GOTHAM - EAST MARKET,multifamily,garden,A,existing,1991,,8,2,81,70377,63472,783.6,1.98,146,1.8,0,,,,RMU,RESIDENTIAL MULTIFAMILY,0.2PCT,tenant,owner,rubs,owner,owner,,gold,RIDGEMONT PROPERTIES,PE,Rowan Parker,703-777-3328,rowan.parker@gothamprops.com,https://ridgemont-apts.example.com/151,19980703,8/31/25,2997105,16983598,2025,GP-956-949767,GOTHAM_SYNTHETIC,8/31/25,2025-09-27T18:57:54,passed,SYNTHETIC DATASET – GOTHAM
PROP-000152,GOTHAM-20106-12612,GOTHAM SQUARE 152,8164 VIRGINIA TER,,GOTHAM,VA,20106,USA,38.919045,-77.197762,rooftop,162750,1,47900,GOTHAM - RIVER NORTH,multifamily,garden,B,existing,1976,,12,3,30,28474,25146,838.2,1.31,46,1.52,0,,,,RMU,RESIDENTIAL MIXED-USE,X,tenant,rubs,mixed,rubs,owner,69,none,GOTHAM PARTNERS,REIT,Skyler Morgan,703-531-1975,skyler.morgan@gothammgmt.com,https://gotham-apts.example.com/152,5288597,8/31/25,793290,4495307,2025,GP-251-715104,GOTHAM_SYNTHETIC,8/31/25,2025-09-27T18:57:54,passed,SYNTHETIC DATASET – GOTHAM
PROP-000153,GOTHAM-20112-54113,GOTHAM FLATS 153,2420 LAUREL AVE,,GOTHAM,VA,20112,USA,38.885948,-77.283248,rooftop,142384,3,47900,GOTHAM - DOWNTOWN,multifamily,high-rise,A,existing,1970,,2,12,30,29568,24786,826.2,0.69,56,1.85,2,,,,RMF-2,COMMERCIAL MIXED USE,0.2PCT,tenant,owner,owner,rubs,owner,,none,CAPITAL PROPERTIES,FAMILY_OFFICE,Hayden Carter,703-378-6846,hayden.carter@gothamprops.com,https://capital-apts.example.com/153,12198691,8/31/25,1829804,10368887,2025,GP-781-717558,GOTHAM_SYNTHETIC,8/31/25,2025-09-27T18:57:54,passed,SYNTHETIC DATASET – GOTHAM
PROP-000154,GOTHAM-20110-33865,GOTHAM SQUARE 154,2972 VIRGINIA WAY,,GOTHAM,VA,20110,USA,38.942168,-77.290973,rooftop,141809,4,47900,GOTHAM - MIDTOWN,multifamily,garden,A,existing,2008,2019,6,2,150,137721,133710,891.4,7.86,148,0.99,0,,,,PUD,RESIDENTIAL MULTIFAMILY,AE,tenant,owner,rubs,rubs,owner,84,certified,CAPITAL PROPERTIES,REIT,Hayden Harper,703-443-6682,hayden.harper@gothamre.com,https://capital-apts.example.com/154,36929649,8/31/25,5539447,31390202,2025,GP-271-767090,GOTHAM_SYNTHETIC,8/31/25,2025-09-27T18:57:54,passed,SYNTHETIC DATASET – GOTHAM
PROP-000155,GOTHAM-20101-24160,GOTHAM GARDENS 155,1553 ASH DR,,GOTHAM,VA,20101,USA,38.924794,-77.227328,rooftop,100267,1,47900,GOTHAM - DOWNTOWN,multifamily,mid-rise,B,existing,1988,2004,2,4,30,27249,23802,793.4,0.91,43,1.43,1,,,,C-MU,COMMERCIAL MIXED USE,0.2PCT,rubs,rubs,rubs,owner,rubs,80,none,CAPITAL HOLDINGS,PE,Rowan Dawson,703-623-9078,rowan.dawson@cityaptco.com,https://capital-apts.example.com/155,7463093,8/31/25,1119464,6343629,2025,GP-459-672547,GOTHAM_SYNTHETIC,8/31/25,2025-09-27T18:57:54,passed,SYNTHETIC DATASET – GOTHAM
PROP-000156,GOTHAM-20119-48654,GOTHAM APARTMENTS 156,6249 BROOK AVE,,GOTHAM,VA,20119,USA,38.875189,-77.270608,rooftop,141874,5,47900,GOTHAM - SOUTH SIDE,multifamily,affordable,B,existing,1971,,6,3,89,72866,66528,747.5,2.89,178,2,1,,,,RMF-1,RESIDENTIAL MULTIFAMILY,AE,tenant,tenant,rubs,owner,rubs,51,none,GVA PROPERTIES,PE,Jordan Harper,703-949-2228,jordan.harper@gothammgmt.com,https://gva-apts.example.com/156,3984333,8/31/25,597650,3386683,2025,GP-446-722886,GOTHAM_SYNTHETIC,8/31/25,2025-09-27T18:57:54,passed,SYNTHETIC DATASET – GOTHAM
