sys_id,property_sys_id,amenity_type,present,count,notes,source,as_of_date,ingested_at,quality_flag
AMEN-PROP-000058-pets_allowed,PROP-000058,pets_allowed,False,,N/A,GOTHAM_SYNTHETIC,2025-08-31,2025-09-27T18:57:54,passed
AMEN-PROP-000058-in_unit_wd,PROP-000058,in_unit_wd,True,,,GOTHAM_SYNTHETIC,2025-08-31,2025-09-27T18:57:54,passed
AMEN-PROP-000058-balcony,PROP-000058,balcony,False,,N/A,GOTHAM_SYNTHETIC,2025-08-31,2025-09-27T18:57:54,passed
AMEN-PROP-000058-doorman,PROP-000058,doorman,False,,N/A,GOTHAM_SYNTHETIC,2025-08-31,2025-09-27T18:57:54,passed
AMEN-PROP-000058-storage,PROP-000058,storage,False,,N/A,GOTHAM_SYNTHETIC,2025-08-31,2025-09-27T18:57:54,passed
AMEN-PROP-000058-bike_room,PROP-000058,bike_room,True,,,GOTHAM_SYNTHETIC,2025-08-31,2025-09-27T18:57:54,passed
AMEN-PROP-000058-playground,PROP-000058,playground,True,,,GOTHAM_SYNTHETIC,2025-08-31,2025-09-27T18:57:54,passed
AMEN-PROP-000058-courtyard,PROP-000058,courtyard,False,,N/A,GOTHAM_SYNTHETIC,2025-08-31,2025-09-27T18:57:54,passed
AMEN-PROP-000058-grilling_area,PROP-000058,grilling_area,False,,N/A,GOTHAM_SYNTHETIC,2025-08-31,2025-09-27T18:57:54,passed
AMEN-PROP-000058-co_working,PROP-000058,co_working,False,,N/A,GOTHAM_SYNTHETIC,2025-08-31,2025-09-27T18:57:54,passed
AMEN-PROP-000058-theater,PROP-000058,theater,False,,N/A,GOTHAM_SYNTHETIC,2025-08-31,2025-09-27T18:57:54,passed
AMEN-PROP-000059-pool,PROP-000059,pool,False,,N/A,GOTHAM_SYNTHETIC,2025-08-31,2025-09-27T18:57:54,passed
AMEN-PROP-000059-gym,PROP-000059,gym,True,,,GOTHAM_SYNTHETIC,2025-08-31,2025-09-27T18:57:54,passed
AMEN-PROP-000059-roof_deck,PROP-000059,roof_deck,False,,N/A,GOTHAM_SYNTHETIC,2025-08-31,2025-09-27T18:57:54,passed
AMEN-PROP-000059-concierge,PROP-000059,concierge,False,,N/A,GOTHAM_SYNTHETIC,2025-08-31,2025-09-27T18:57:54,passed
AMEN-PROP-000059-package_lockers,PROP-000059,package_lockers,False,,N/A,GOTHAM_SYNTHETIC,2025-08-31,2025-09-27T18:57:54,passed
AMEN-PROP-000059-ev_chargers,PROP-000059,ev_chargers,False,,N/A,GOTHAM_SYNTHETIC,2025-08-31,2025-09-27T18:57:54,passed
AMEN-PROP-000059-business_center,PROP-000059,business_center,False,,N/A,GOTHAM_SYNTHETIC,2025-08-31,2025-09-27T18:57:54,passed
AMEN-PROP-000059-pets_allowed,PROP-000059,pets_allowed,True,,,GOTHAM_SYNTHETIC,2025-08-31,2025-09-27T18:57:54,passed
AMEN-PROP-000059-in_unit_wd,PROP-000059,in_unit_wd,False,,N/A,GOTHAM_SYNTHETIC,2025-08-31,2025-09-27T18:57:54,passed
AMEN-PROP-000059-balcony,PROP-000059,balcony,False,,N/A,GOTHAM_SYNTHETIC,2025-08-31,2025-09-27T18:57:54,passed
AMEN-PROP-000059-doorman,PROP-000059,doorman,False,,N/A,GOTHAM_SYNTHETIC,2025-08-31,2025-09-27T18:57:54,passed
AMEN-PROP-000059-storage,PROP-000059,storage,True,2,,GOTHAM_SYNTHETIC,2025-08-31,2025-09-27T18:57:54,passed
AMEN-PROP-000059-bike_room,PROP-000059,bike_room,False,,N/A,GOTHAM_SYNTHETIC,2025-08-31,2025-09-27T18:57:54,passed
AMEN-PROP-000059-playground,PROP-000059,playground,False,,N/A,GOTHAM_SYNTHETIC,2025-08-31,2025-09-27T18:57:54,passed
AMEN-PROP-000059-courtyard,PROP-000059,courtyard,False,,N/A,GOTHAM_SYNTHETIC,2025-08-31,2025-09-27T18:57:54,passed
AMEN-PROP-000059-grilling_area,PROP-000059,grilling_area,False,,N/A,GOTHAM_SYNTHETIC,2025-08-31,2025-09-27T18:57:54,passed
AMEN-PROP-000059-co_working,PROP-000059,co_working,True,2,,GOTHAM_SYNTHETIC,2025-08-31,2025-09-27T18:57:54,passed
AMEN-PROP-000059-theater,PROP-000059,theater,False,,N/A,GOTHAM_SYNTHETIC,2025-08-31,2025-09-27T18:57:54,passed
AMEN-PROP-000060-pool,PROP-000060,pool,False,,N/A,GOTHAM_SYNTHETIC,2025-08-31,2025-09-27T18:57:54,passed
AMEN-PROP-000060-gym,PROP-000060,gym,True,,,GOTHAM_SYNTHETIC,2025-08-31,2025-09-27T18:57:54,passed
AMEN-PROP-000060-roof_deck,PROP-000060,roof_deck,False,,N/A,GOTHAM_SYNTHETIC,2025-08-31,2025-09-27T18:57:54,passed
AMEN-PROP-000060-concierge,PROP-000060,concierge,False,,N/A,GOTHAM_SYNTHETIC,2025-08-31,2025-09-27T18:57:54,passed
AMEN-PROP-000060-package_lockers,PROP-000060,package_lockers,False,,N/A,GOTHAM_SYNTHETIC,2025-08-31,2025-09-27T18:57:54,passed
AMEN-PROP-000060-ev_chargers,PROP-000060,ev_chargers,True,4,,GOTHAM_SYNTHETIC,2025-08-31,2025-09-27T18:57:54,passed
AMEN-PROP-000060-business_center,PROP-000060,business_center,True,,,GOTHAM_SYNTHETIC,2025-08-31,2025-09-27T18:57:54,passed
AMEN-PROP-000060-pets_allowed,PROP-000060,pets_allowed,False,,N/A,GOTHAM_SYNTHETIC,2025-08-31,2025-09-27T18:57:54,passed
AMEN-PROP-000060-in_unit_wd,PROP-000060,in_unit_wd,False,,N/A,GOTHAM_SYNTHETIC,2025-08-31,2025-09-27T18:57:54,passed
AMEN-PROP-000060-balcony,PROP-000060,balcony,False,,N/A,GOTHAM_SYNTHETIC,2025-08-31,2025-09-27T18:57:54,passed
AMEN-PROP-000060-doorman,PROP-000060,doorman,False,,N/A,GOTHAM_SYNTHETIC,2025-08-31,2025-09-27T18:57:54,passed
AMEN-PROP-000060-storage,PROP-000060,storage,False,,N/A,GOTHAM_SYNTHETIC,2025-08-31,2025-09-27T18:57:54,passed
AMEN-PROP-000060-bike_room,PROP-000060,bike_room,False,,N/A,GOTHAM_SYNTHETIC,2025-08-31,2025-09-27T18:57:54,passed
AMEN-PROP-000060-playground,PROP-000060,playground,False,,N/A,GOTHAM_SYNTHETIC,2025-08-31,2025-09-27T18:57:54,passed
AMEN-PROP-000060-courtyard,PROP-000060,courtyard,False,,N/A,GOTHAM_SYNTHETIC,2025-08-31,2025-09-27T18:57:54,passed
AMEN-PROP-000060-grilling_area,PROP-000060,grilling_area,False,,N/A,GOTHAM_SYNTHETIC,2025-08-31,2025-09-27T18:57:54,passed
AMEN-PROP-000060-co_working,PROP-000060,co_working,False,,N/A,GOTHAM_SYNTHETIC,2025-08-31,2025-09-27T18:57:54,passed
AMEN-PROP-000060-theater,PROP-000060,theater,True,7,,GOTHAM_SYNTHETIC,2025-08-31,2025-09-27T18:57:54,passed
AMEN-PROP-000061-pool,PROP-000061,pool,False,,N/A,GOTHAM_SYNTHETIC,2025-08-31,2025-09-27T18:57:54,passed
AMEN-PROP-000061-gym,PROP-000061,gym,False,,N/A,GOTHAM_SYNTHETIC,2025-08-31,2025-09-27T18:57:54,passed
AMEN-PROP-000061-roof_deck,PROP-000061,roof_deck,False,,N/A,GOTHAM_SYNTHETIC,2025-08-31,2025-09-27T18:57:54,passed
AMEN-PROP-000061-concierge,PROP-000061,concierge,False,,N/A,GOTHAM_SYNTHETIC,2025-08-31,2025-09-27T18:57:54,passed
AMEN-PROP-000061-package_lockers,PROP-000061,package_lockers,True,9,,GOTHAM_SYNTHETIC,2025-08-31,2025-09-27T18:57:54,passed
AMEN-PROP-000061-ev_chargers,PROP-000061,ev_chargers,True,6,,GOTHAM_SYNTHETIC,2025-08-31,2025-09-27T18:57:54,passed
AMEN-PROP-000061-business_center,PROP-000061,business_center,False,,N/A,GOTHAM_SYNTHETIC,2025-08-31,2025-09-27T18:57:54,passed
AMEN-PROP-000061-pets_allowed,PROP-000061,pets_allowed,False,,N/A,GOTHAM_SYNTHETIC,2025-08-31,2025-09-27T18:57:54,passed
AMEN-PROP-000061-in_unit_wd,PROP-000061,in_unit_wd,True,,,GOTHAM_SYNTHETIC,2025-08-31,2025-09-27T18:57:54,passed
AMEN-PROP-000061-balcony,PROP-000061,balcony,False,,N/A,GOTHAM_SYNTHETIC,2025-08-31,2025-09-27T18:57:54,passed
AMEN-PROP-000061-doorman,PROP-000061,doorman,False,,N/A,GOTHAM_SYNTHETIC,2025-08-31,2025-09-27T18:57:54,passed
AMEN-PROP-000061-storage,PROP-000061,storage,True,9,,GOTHAM_SYNTHETIC,2025-08-31,2025-09-27T18:57:54,passed
AMEN-PROP-000061-bike_room,PROP-000061,bike_room,True,,,GOTHAM_SYNTHETIC,2025-08-31,2025-09-27T18:57:54,passed
AMEN-PROP-000061-playground,PROP-000061,playground,False,,N/A,GOTHAM_SYNTHETIC,2025-08-31,2025-09-27T18:57:54,passed
AMEN-PROP-000061-courtyard,PROP-000061,courtyard,False,,N/A,GOTHAM_SYNTHETIC,2025-08-31,2025-09-27T18:57:54,passed
AMEN-PROP-000061-grilling_area,PROP-000061,grilling_area,True,,,GOTHAM_SYNTHETIC,2025-08-31,2025-09-27T18:57:54,passed
AMEN-PROP-000061-co_working,PROP-000061,co_working,False,,N/A,GOTHAM_SYNTHETIC,2025-08-31,2025-09-27T18:57:54,passed
AMEN-PROP-000061-theater,PROP-000061,theater,False,,N/A,GOTHAM_SYNTHETIC,2025-08-31,2025-09-27T18:57:54,passed
AMEN-PROP-000062-pool,PROP-000062,pool,False,,N/A,GOTHAM_SYNTHETIC,2025-08-31,2025-09-27T18:57:54,passed
AMEN-PROP-000062-gym,PROP-000062,gym,True,,,GOTHAM_SYNTHETIC,2025-08-31,2025-09-27T18:57:54,passed
AMEN-PROP-000062-roof_deck,PROP-000062,roof_deck,True,,,GOTHAM_SYNTHETIC,2025-08-31,2025-09-27T18:57:54,passed
AMEN-PROP-000062-concierge,PROP-000062,concierge,True,,,GOTHAM_SYNTHETIC,2025-08-31,2025-09-27T18:57:54,passed
AMEN-PROP-000062-package_lockers,PROP-000062,package_lockers,True,7,,GOTHAM_SYNTHETIC,2025-08-31,2025-09-27T18:57:54,passed
AMEN-PROP-000062-ev_chargers,PROP-000062,ev_chargers,False,,N/A,GOTHAM_SYNTHETIC,2025-08-31,2025-09-27T18:57:54,passed
AMEN-PROP-000062-business_center,PROP-000062,business_center,True,,,GOTHAM_SYNTHETIC,2025-08-31,2025-09-27T18:57:54,passed
AMEN-PROP-000062-pets_allowed,PROP-000062,pets_allowed,False,,N/A,GOTHAM_SYNTHETIC,2025-08-31,2025-09-27T18:57:54,passed
AMEN-PROP-000062-in_unit_wd,PROP-000062,in_unit_wd,True,,,GOTHAM_SYNTHETIC,2025-08-31,2025-09-27T18:57:54,passed
AMEN-PROP-000062-balcony,PROP-000062,balcony,True,,,GOTHAM_SYNTHETIC,2025-08-31,2025-09-27T18:57:54,passed
AMEN-PROP-000062-doorman,PROP-000062,doorman,False,,N/A,GOTHAM_SYNTHETIC,2025-08-31,2025-09-27T18:57:54,passed
AMEN-PROP-000062-storage,PROP-000062,storage,True,9,,GOTHAM_SYNTHETIC,2025-08-31,2025-09-27T18:57:54,passed
AMEN-PROP-000062-bike_room,PROP-000062,bike_room,True,,,GOTHAM_SYNTHETIC,2025-08-31,2025-09-27T18:57:54,passed
AMEN-PROP-000062-playground,PROP-000062,playground,True,,,GOTHAM_SYNTHETIC,2025-08-31,2025-09-27T18:57:54,passed
AMEN-PROP-000062-courtyard,PROP-000062,courtyard,False,,N/A,GOTHAM_SYNTHETIC,2025-08-31,2025-09-27T18:57:54,passed
AMEN-PROP-000062-grilling_area,PROP-000062,grilling_area,False,,N/A,GOTHAM_SYNTHETIC,2025-08-31,2025-09-27T18:57:54,passed
AMEN-PROP-000062-co_working,PROP-000062,co_working,False,,N/A,GOTHAM_SYNTHETIC,2025-08-31,2025-09-27T18:57:54,passed
AMEN-PROP-000062-theater,PROP-000062,theater,False,,N/A,GOTHAM_SYNTHETIC,2025-08-31,2025-09-27T18:57:54,passed
AMEN-PROP-000063-pool,PROP-000063,pool,True,,,GOTHAM_SYNTHETIC,2025-08-31,2025-09-27T18:57:54,passed
AMEN-PROP-000063-gym,PROP-000063,gym,False,,N/A,GOTHAM_SYNTHETIC,2025-08-31,2025-09-27T18:57:54,passed
AMEN-PROP-000063-roof_deck,PROP-000063,roof_deck,True,,,GOTHAM_SYNTHETIC,2025-08-31,2025-09-27T18:57:54,passed
AMEN-PROP-000063-concierge,PROP-000063,concierge,True,,,GOTHAM_SYNTHETIC,2025-08-31,2025-09-27T18:57:54,passed
AMEN-PROP-000063-package_lockers,PROP-000063,package_lockers,False,,N/A,GOTHAM_SYNTHETIC,2025-08-31,2025-09-27T18:57:54,passed
AMEN-PROP-000063-ev_chargers,PROP-000063,ev_chargers,True,5,,GOTHAM_SYNTHETIC,2025-08-31,2025-09-27T18:57:54,passed
AMEN-PROP-000063-business_center,PROP-000063,business_center,True,,,GOTHAM_SYNTHETIC,2025-08-31,2025-09-27T18:57:54,passed
AMEN-PROP-000063-pets_allowed,PROP-000063,pets_allowed,True,,,GOTHAM_SYNTHETIC,2025-08-31,2025-09-27T18:57:54,passed
AMEN-PROP-000063-in_unit_wd,PROP-000063,in_unit_wd,True,,,GOTHAM_SYNTHETIC,2025-08-31,2025-09-27T18:57:54,passed
AMEN-PROP-000063-balcony,PROP-000063,balcony,False,,N/A,GOTHAM_SYNTHETIC,2025-08-31,2025-09-27T18:57:54,passed
AMEN-PROP-000063-doorman,PROP-000063,doorman,False,,N/A,GOTHAM_SYNTHETIC,2025-08-31,2025-09-27T18:57:54,passed
AMEN-PROP-000063-storage,PROP-000063,storage,True,8,,GOTHAM_SYNTHETIC,2025-08-31,2025-09-27T18:57:54,passed
AMEN-PROP-000063-bike_room,PROP-000063,bike_room,False,,N/A,GOTHAM_SYNTHETIC,2025-08-31,2025-09-27T18:57:54,passed
AMEN-PROP-000063-playground,PROP-000063,playground,True,,,GOTHAM_SYNTHETIC,2025-08-31,2025-09-27T18:57:54,passed
AMEN-PROP-000063-courtyard,PROP-000063,courtyard,False,,N/A,GOTHAM_SYNTHETIC,2025-08-31,2025-09-27T18:57:54,passed
AMEN-PROP-000063-grilling_area,PROP-000063,grilling_area,False,,N/A,GOTHAM_SYNTHETIC,2025-08-31,2025-09-27T18:57:54,passed
AMEN-PROP-000063-co_working,PROP-000063,co_working,True,6,,GOTHAM_SYNTHETIC,2025-08-31,2025-09-27T18:57:54,passed
AMEN-PROP-000063-theater,PROP-000063,theater,True,7,,GOTHAM_SYNTHETIC,2025-08-31,2025-09-27T18:57:54,passed
AMEN-PROP-000064-pool,PROP-000064,pool,True,,,GOTHAM_SYNTHETIC,2025-08-31,2025-09-27T18:57:54,passed
AMEN-PROP-000064-gym,PROP-000064,gym,False,,N/A,GOTHAM_SYNTHETIC,2025-08-31,2025-09-27T18:57:54,passed
AMEN-PROP-000064-roof_deck,PROP-000064,roof_deck,True,,,GOTHAM_SYNTHETIC,2025-08-31,2025-09-27T18:57:54,passed
AMEN-PROP-000064-concierge,PROP-000064,concierge,False,,N/A,GOTHAM_SYNTHETIC,2025-08-31,2025-09-27T18:57:54,passed
AMEN-PROP-000064-package_lockers,PROP-000064,package_lockers,True,3,,GOTHAM_SYNTHETIC,2025-08-31,2025-09-27T18:57:54,passed
AMEN-PROP-000064-ev_chargers,PROP-000064,ev_chargers,False,,N/A,GOTHAM_SYNTHETIC,2025-08-31,2025-09-27T18:57:54,passed
AMEN-PROP-000064-business_center,PROP-000064,business_center,False,,N/A,GOTHAM_SYNTHETIC,2025-08-31,2025-09-27T18:57:54,passed
AMEN-PROP-000064-pets_allowed,PROP-000064,pets_allowed,True,,,GOTHAM_SYNTHETIC,2025-08-31,2025-09-27T18:57:54,passed
AMEN-PROP-000064-in_unit_wd,PROP-000064,in_unit_wd,True,,,GOTHAM_SYNTHETIC,2025-08-31,2025-09-27T18:57:54,passed
AMEN-PROP-000064-balcony,PROP-000064,balcony,True,,,GOTHAM_SYNTHETIC,2025-08-31,2025-09-27T18:57:54,passed
AMEN-PROP-000064-doorman,PROP-000064,doorman,False,,N/A,GOTHAM_SYNTHETIC,2025-08-31,2025-09-27T18:57:54,passed
AMEN-PROP-000064-storage,PROP-000064,storage,True,7,,GOTHAM_SYNTHETIC,2025-08-31,2025-09-27T18:57:54,passed
AMEN-PROP-000064-bike_room,PROP-000064,bike_room,True,,,GOTHAM_SYNTHETIC,2025-08-31,2025-09-27T18:57:54,passed
AMEN-PROP-000064-playground,PROP-000064,playground,False,,N/A,GOTHAM_SYNTHETIC,2025-08-31,2025-09-27T18:57:54,passed
AMEN-PROP-000064-courtyard,PROP-000064,courtyard,False,,N/A,GOTHAM_SYNTHETIC,2025-08-31,2025-09-27T18:57:54,passed
AMEN-PROP-000064-grilling_area,PROP-000064,grilling_area,True,,,GOTHAM_SYNTHETIC,2025-08-31,2025-09-27T18:57:54,passed
AMEN-PROP-000064-co_working,PROP-000064,co_working,False,,N/A,GOTHAM_SYNTHETIC,2025-08-31,2025-09-27T18:57:54,passed
AMEN-PROP-000064-theater,PROP-000064,theater,True,5,,GOTHAM_SYNTHETIC,2025-08-31,2025-09-27T18:57:54,passed
AMEN-PROP-000065-pool,PROP-000065,pool,False,,N/A,GOTHAM_SYNTHETIC,2025-08-31,2025-09-27T18:57:54,passed
AMEN-PROP-000065-gym,PROP-000065,gym,False,,N/A,GOTHAM_SYNTHETIC,2025-08-31,2025-09-27T18:57:54,passed
AMEN-PROP-000065-roof_deck,PROP-000065,roof_deck,True,,,GOTHAM_SYNTHETIC,2025-08-31,2025-09-27T18:57:54,passed
AMEN-PROP-000065-concierge,PROP-000065,concierge,False,,N/A,GOTHAM_SYNTHETIC,2025-08-31,2025-09-27T18:57:54,passed
AMEN-PROP-000065-package_lockers,PROP-000065,package_lockers,False,,N/A,GOTHAM_SYNTHETIC,2025-08-31,2025-09-27T18:57:54,passed
AMEN-PROP-000065-ev_chargers,PROP-000065,ev_chargers,False,,N/A,GOTHAM_SYNTHETIC,2025-08-31,2025-09-27T18:57:54,passed
AMEN-PROP-000065-business_center,PROP-000065,business_center,True,,,GOTHAM_SYNTHETIC,2025-08-31,2025-09-27T18:57:54,passed
AMEN-PROP-000065-pets_allowed,PROP-000065,pets_allowed,True,,,GOTHAM_SYNTHETIC,2025-08-31,2025-09-27T18:57:54,passed
AMEN-PROP-000065-in_unit_wd,PROP-000065,in_unit_wd,True,,,GOTHAM_SYNTHETIC,2025-08-31,2025-09-27T18:57:54,passed
AMEN-PROP-000065-balcony,PROP-000065,balcony,False,,N/A,GOTHAM_SYNTHETIC,2025-08-31,2025-09-27T18:57:54,passed
AMEN-PROP-000065-doorman,PROP-000065,doorman,False,,N/A,GOTHAM_SYNTHETIC,2025-08-31,2025-09-27T18:57:54,passed
AMEN-PROP-000065-storage,PROP-000065,storage,True,6,,GOTHAM_SYNTHETIC,2025-08-31,2025-09-27T18:57:54,passed
AMEN-PROP-000065-bike_room,PROP-000065,bike_room,False,,N/A,GOTHAM_SYNTHETIC,2025-08-31,2025-09-27T18:57:54,passed
AMEN-PROP-000065-playground,PROP-000065,playground,False,,N/A,GOTHAM_SYNTHETIC,2025-08-31,2025-09-27T18:57:54,passed
AMEN-PROP-000065-courtyard,PROP-000065,courtyard,False,,N/A,GOTHAM_SYNTHETIC,2025-08-31,2025-09-27T18:57:54,passed
AMEN-PROP-000065-grilling_area,PROP-000065,grilling_area,False,,N/A,GOTHAM_SYNTHETIC,2025-08-31,2025-09-27T18:57:54,passed
AMEN-PROP-000065-co_working,PROP-000065,co_working,False,,N/A,GOTHAM_SYNTHETIC,2025-08-31,2025-09-27T18:57:54,passed
AMEN-PROP-000065-theater,PROP-000065,theater,False,,N/A,GOTHAM_SYNTHETIC,2025-08-31,2025-09-27T18:57:54,passed
AMEN-PROP-000066-pool,PROP-000066,pool,False,,N/A,GOTHAM_SYNTHETIC,2025-08-31,2025-09-27T18:57:54,passed
AMEN-PROP-000066-gym,PROP-000066,gym,False,,N/A,GOTHAM_SYNTHETIC,2025-08-31,2025-09-27T18:57:54,passed
AMEN-PROP-000066-roof_deck,PROP-000066,roof_deck,False,,N/A,GOTHAM_SYNTHETIC,2025-08-31,2025-09-27T18:57:54,passed
AMEN-PROP-000066-concierge,PROP-000066,concierge,True,,,GOTHAM_SYNTHETIC,2025-08-31,2025-09-27T18:57:54,passed
AMEN-PROP-000066-package_lockers,PROP-000066,package_lockers,True,7,,GOTHAM_SYNTHETIC,2025-08-31,2025-09-27T18:57:54,passed
AMEN-PROP-000066-ev_chargers,PROP-000066,ev_chargers,True,4,,GOTHAM_SYNTHETIC,2025-08-31,2025-09-27T18:57:54,passed
AMEN-PROP-000066-business_center,PROP-000066,business_center,True,,,GOTHAM_SYNTHETIC,2025-08-31,2025-09-27T18:57:54,passed
AMEN-PROP-000066-pets_allowed,PROP-000066,pets_allowed,True,,,GOTHAM_SYNTHETIC,2025-08-31,2025-09-27T18:57:54,passed
AMEN-PROP-000066-in_unit_wd,PROP-000066,in_unit_wd,True,,,GOTHAM_SYNTHETIC,2025-08-31,2025-09-27T18:57:54,passed
AMEN-PROP-000066-balcony,PROP-000066,balcony,True,,,GOTHAM_SYNTHETIC,2025-08-31,2025-09-27T18:57:54,passed
AMEN-PROP-000066-doorman,PROP-000066,doorman,True,,,GOTHAM_SYNTHETIC,2025-08-31,2025-09-27T18:57:54,passed
AMEN-PROP-000066-storage,PROP-000066,storage,True,3,,GOTHAM_SYNTHETIC,2025-08-31,2025-09-27T18:57:54,passed
AMEN-PROP-000066-bike_room,PROP-000066,bike_room,True,,,GOTHAM_SYNTHETIC,2025-08-31,2025-09-27T18:57:54,passed
AMEN-PROP-000066-playground,PROP-000066,playground,False,,N/A,GOTHAM_SYNTHETIC,2025-08-31,2025-09-27T18:57:54,passed
AMEN-PROP-000066-courtyard,PROP-000066,courtyard,False,,N/A,GOTHAM_SYNTHETIC,2025-08-31,2025-09-27T18:57:54,passed
AMEN-PROP-000066-grilling_area,PROP-000066,grilling_area,False,,N/A,GOTHAM_SYNTHETIC,2025-08-31,2025-09-27T18:57:54,passed
AMEN-PROP-000066-co_working,PROP-000066,co_working,False,,N/A,GOTHAM_SYNTHETIC,2025-08-31,2025-09-27T18:57:54,passed
AMEN-PROP-000066-theater,PROP-000066,theater,False,,N/A,GOTHAM_SYNTHETIC,2025-08-31,2025-09-27T18:57:54,passed
AMEN-PROP-000067-pool,PROP-000067,pool,False,,N/A,GOTHAM_SYNTHETIC,2025-08-31,2025-09-27T18:57:54,passed
AMEN-PROP-000067-gym,PROP-000067,gym,False,,N/A,GOTHAM_SYNTHETIC,2025-08-31,2025-09-27T18:57:54,passed
AMEN-PROP-000067-roof_deck,PROP-000067,roof_deck,False,,N/A,GOTHAM_SYNTHETIC,2025-08-31,2025-09-27T18:57:54,passed
AMEN-PROP-000067-concierge,PROP-000067,concierge,False,,N/A,GOTHAM_SYNTHETIC,2025-08-31,2025-09-27T18:57:54,passed
AMEN-PROP-000067-package_lockers,PROP-000067,package_lockers,True,7,,GOTHAM_SYNTHETIC,2025-08-31,2025-09-27T18:57:54,passed
AMEN-PROP-000067-ev_chargers,PROP-000067,ev_chargers,False,,N/A,GOTHAM_SYNTHETIC,2025-08-31,2025-09-27T18:57:54,passed
AMEN-PROP-000067-business_center,PROP-000067,business_center,False,,N/A,GOTHAM_SYNTHETIC,2025-08-31,2025-09-27T18:57:54,passed
AMEN-PROP-000067-pets_allowed,PROP-000067,pets_allowed,True,,,GOTHAM_SYNTHETIC,2025-08-31,2025-09-27T18:57:54,passed
AMEN-PROP-000067-in_unit_wd,PROP-000067,in_unit_wd,False,,N/A,GOTHAM_SYNTHETIC,2025-08-31,2025-09-27T18:57:54,passed
AMEN-PROP-000067-balcony,PROP-000067,balcony,False,,N/A,GOTHAM_SYNTHETIC,2025-08-31,2025-09-27T18:57:54,passed
AMEN-PROP-000067-doorman,PROP-000067,doorman,True,,,GOTHAM_SYNTHETIC,2025-08-31,2025-09-27T18:57:54,passed
AMEN-PROP-000067-storage,PROP-000067,storage,True,6,,GOTHAM_SYNTHETIC,2025-08-31,2025-09-27T18:57:54,passed
AMEN-PROP-000067-bike_room,PROP-000067,bike_room,True,,,GOTHAM_SYNTHETIC,2025-08-31,2025-09-27T18:57:54,passed
AMEN-PROP-000067-playground,PROP-000067,playground,True,,,GOTHAM_SYNTHETIC,2025-08-31,2025-09-27T18:57:54,passed
AMEN-PROP-000067-courtyard,PROP-000067,courtyard,False,,N/A,GOTHAM_SYNTHETIC,2025-08-31,2025-09-27T18:57:54,passed
AMEN-PROP-000067-grilling_area,PROP-000067,grilling_area,True,,,GOTHAM_SYNTHETIC,2025-08-31,2025-09-27T18:57:54,passed
AMEN-PROP-000067-co_working,PROP-000067,co_working,False,,N/A,GOTHAM_SYNTHETIC,2025-08-31,2025-09-27T18:57:54,passed
AMEN-PROP-000067-theater,PROP-000067,theater,True,9,,GOTHAM_SYNTHETIC,2025-08-31,2025-09-27T18:57:54,passed
AMEN-PROP-000068-pool,PROP-000068,pool,False,,N/A,GOTHAM_SYNTHETIC,2025-08-31,2025-09-27T18:57:54,passed
AMEN-PROP-000068-gym,PROP-000068,gym,False,,N/A,GOTHAM_SYNTHETIC,2025-08-31,2025-09-27T18:57:54,passed
AMEN-PROP-000068-roof_deck,PROP-000068,roof_deck,False,,N/A,GOTHAM_SYNTHETIC,2025-08-31,2025-09-27T18:57:54,passed
AMEN-PROP-000068-concierge,PROP-000068,concierge,False,,N/A,GOTHAM_SYNTHETIC,2025-08-31,2025-09-27T18:57:54,passed
AMEN-PROP-000068-package_lockers,PROP-000068,package_lockers,False,,N/A,GOTHAM_SYNTHETIC,2025-08-31,2025-09-27T18:57:54,passed
AMEN-PROP-000068-ev_chargers,PROP-000068,ev_chargers,False,,N/A,GOTHAM_SYNTHETIC,2025-08-31,2025-09-27T18:57:54,passed
AMEN-PROP-000068-business_center,PROP-000068,business_center,True,,,GOTHAM_SYNTHETIC,2025-08-31,2025-09-27T18:57:54,passed
AMEN-PROP-000068-pets_allowed,PROP-000068,pets_allowed,True,,,GOTHAM_SYNTHETIC,2025-08-31,2025-09-27T18:57:54,passed
AMEN-PROP-000068-in_unit_wd,PROP-000068,in_unit_wd,False,,N/A,GOTHAM_SYNTHETIC,2025-08-31,2025-09-27T18:57:54,passed
AMEN-PROP-000068-balcony,PROP-000068,balcony,False,,N/A,GOTHAM_SYNTHETIC,2025-08-31,2025-09-27T18:57:54,passed
AMEN-PROP-000068-doorman,PROP-000068,doorman,False,,N/A,GOTHAM_SYNTHETIC,2025-08-31,2025-09-27T18:57:54,passed
AMEN-PROP-000068-storage,PROP-000068,storage,True,1,,GOTHAM_SYNTHETIC,2025-08-31,2025-09-27T18:57:54,passed
AMEN-PROP-000068-bike_room,PROP-000068,bike_room,False,,N/A,GOTHAM_SYNTHETIC,2025-08-31,2025-09-27T18:57:54,passed
AMEN-PROP-000068-playground,PROP-000068,playground,False,,N/A,GOTHAM_SYNTHETIC,2025-08-31,2025-09-27T18:57:54,passed
AMEN-PROP-000068-courtyard,PROP-000068,courtyard,True,,,GOTHAM_SYNTHETIC,2025-08-31,2025-09-27T18:57:54,passed
AMEN-PROP-000068-grilling_area,PROP-000068,grilling_area,True,,,GOTHAM_SYNTHETIC,2025-08-31,2025-09-27T18:57:54,passed
AMEN-PROP-000068-co_working,PROP-000068,co_working,False,,N/A,GOTHAM_SYNTHETIC,2025-08-31,2025-09-27T18:57:54,passed
